SaleID,price
200000,1308.283353774141
200001,1837.0361600762935
200002,8576.002657647354
200003,1309.89912589824
200004,1937.114075091467
200005,1207.784811856669
200006,466.2648026073623
200007,3527.1001273856436
200008,11089.015462100324
200009,599.3191853383455
200010,661.9910556131201
200011,2736.8418179079367
200012,5489.230658463552
200013,7928.467853417899
200014,1669.9983176234614
200015,273.0130374853551
200016,1819.6988984556433
200017,8487.0433402347
200018,6656.27613453314
200019,872.9161254262408
200020,24279.931692113656
200021,7567.428356558474
200022,1940.0468984502018
200023,1618.2903448291909
200024,722.743773295831
200025,7163.714581974281
200026,483.6895496475696
200027,12438.542343152401
200028,4121.222238806749
200029,8146.829315060653
200030,17912.704247198886
200031,13237.85512939841
200032,589.5131806852353
200033,14583.904789066475
200034,945.1271780089779
200035,1889.2607066895387
200036,14857.431276070472
200037,5918.828134734498
200038,1567.9313953328156
200039,338.8345259097654
200040,612.5198538838504
200041,25358.987677539524
200042,494.07662135659257
200043,7666.910970887626
200044,18933.95751420792
200045,581.7130077171042
200046,16643.491220096934
200047,17443.447075003176
200048,2174.6664735869736
200049,3263.203097330079
200050,787.9545380900252
200051,4505.67388015543
200052,2836.602155119537
200053,445.50518371989494
200054,13025.714072059922
200055,10881.753108026669
200056,5719.05509210764
200057,3294.89559325297
200058,1154.1292823286199
200059,5114.398666433926
200060,8879.91317664608
200061,1179.1907972803838
200062,5332.886403387329
200063,8028.892784817918
200064,1251.9000137831365
200065,1585.18718813699
200066,417.37440272092283
200067,11698.634051862642
200068,160.89655077635248
200069,17506.927724038695
200070,8913.68109654087
200071,315.8389133746041
200072,6322.82024738395
200073,20477.73374329424
200074,4081.7608454127057
200075,13944.868627237387
200076,2539.1232534519786
200077,300.07064218830965
200078,331.88806818867783
200079,3145.596550043061
200080,3251.955657610354
200081,2030.8365976022114
200082,4319.745898291894
200083,421.6307870978433
200084,1265.1763263612927
200085,1601.9005555967947
200086,7055.132692466337
200087,3391.2554397598424
200088,2554.344850203005
200089,41176.940082109264
200090,2669.025956019661
200091,236.8333454939248
200092,1582.7954053321196
200093,16510.491122543775
200094,6605.742455793208
200095,5790.283039726963
200096,2430.470208288397
200097,1253.7084652187978
200098,453.2899293694012
200099,18080.243337982763
200100,21521.562837653564
200101,7636.001166908571
200102,1773.9698612094435
200103,10835.142800621525
200104,5449.150979840122
200105,4117.1506757396055
200106,8243.259278505473
200107,2044.5100739661893
200108,14581.072609131088
200109,8083.421772114883
200110,945.5222858029579
200111,1796.3328899794706
200112,1800.383763972742
200113,650.5478019477084
200114,2344.122190822014
200115,1307.3627787167684
200116,14189.4683801336
200117,17293.116142969375
200118,61072.91485772676
200119,182.88537377186387
200120,3077.867403576963
200121,2624.457461309672
200122,696.5709409705496
200123,2441.702392785308
200124,56919.555492132
200125,719.7116695859916
200126,3151.1424691971965
200127,15706.699338117656
200128,1717.6544073649848
200129,5975.684820604107
200130,3827.843718342789
200131,3015.7548360234214
200132,1465.8796124823261
200133,2906.327899603256
200134,1294.508876011922
200135,3138.2377343134535
200136,3829.643091636589
200137,967.3597670064066
200138,9913.917016460866
200139,6472.761624649344
200140,2673.4835443864154
200141,1404.0665345852913
200142,6144.175533282222
200143,6213.305272582363
200144,1280.237110722451
200145,6222.0101660043365
200146,2610.109145249556
200147,4516.530421216014
200148,2964.358139285874
200149,213.31026128772956
200150,10836.37169179547
200151,5156.852713680277
200152,767.6848175713881
200153,521.0642563825461
200154,7379.999263706071
200155,2361.9802413270827
